date	place	name	genre	time	price	description	website
13 Oct 11	Quarubar	Wayne Sandz & Wayne Gideon	Jazz; Latin; Tango	2100	Free + F&B Charges	Chill to our draft beer of Stella Artois, Hoegaarden and San Miguel. Catch the latest sports on the TV screens. Savor our concoctions with delectable choice of finger food. Be serenaded by the harmonies of Jazz, Latin & Tango performed by our musicians as our meticulously mixed cocktails tease your palate.	http://www.facebook.com/group.php?gid=46581108311
13 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	The inimitable Jive Talkin' spices up the evening with its vibrant and funky repertoire of top 40s, pop, rock and jazz. Dance till you drop! 	http://www.pumproomasia.com/home.html
13 Oct 11	Timbre Arts House	The Common People	Pop Rock	2015-2330	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
13 Oct 11	Timbre Old School	53A	Pop Rock	2015-2330	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
13 Oct 11	Timbre Substation	Goodfellas	Rock	2215-0045	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
13 Oct 11	Wala Wala Café Bar	Shirlyn and the UnXpected	Pop rock	2130	Free + F&B Charges	No strangers to our music scene. Since April 2002, they have been regular perfomers at Wala Wala and Balaclava. Shirlyn, lead singer and guitarist, has a solo album under her belt while the other members are respected musicians in their own rights. Musically, they are pretty much up for anything and everything. Theri repertoire ranges from anything pop to hard rock.	http://www.imaginings.com.sg/
14 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
14 Oct 11	Esplanade Concert Hall	Harmoni Cinta Rossa	Indo; Malay; Pop	2030	$78-$248	Catch Rossa’s much anticipated solo concert in Singapore live at Esplanade!  Accompanied by her orchestra team and a special guest star, Rossa’s premiere performance promises to deliver an enchanting and enthralling evening of her memorable and best-loved songs. Since her crowning as the Most Favourite Female Artiste at the MTV Indonesia Awards 2000 and Best Female Solo Artiste at the Indonesian Music Awards 2002, Rossa’s phenomenal rise in less than a decade made her a celebrated darling of the Nusantara music industry. She also recently won the Best Female Artist award at 2011 Anugerah Planet Musik. 	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=rossa1011
14 Oct 11	Grand Theater, Marina Bay Sands	Kit Chan ≪The Music Room≫ Concert 2011	English; Chinese; Pop	2030	$68-168	Kit Chan's much -anticipated solo concert - "The Music Room" - will be staged at the Marina Bay Sands Grand Theatre in Oct 2011. This show takes a decidedly different and fresh approach from the typical Mando-pop concert, which is obsessed with spectacular pyrotechnics and myriad costume changes to keep the audience entertained. Kit, who is known for her soulful vocals and mesmerizing performance style, will present a show that is emotionally and musically evocative, with minimalist theatrical-style lighting and a 9-piece band that will be mainly acoustic. Her repertoire will span her 18-year career, and 3 languages.	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=kitchan1011
14 Oct 11	Hard Rock Café	Energy	Rock	2200	Free + F&B Charges		http://www.hardrock.com
14 Oct 11	Hard Rock Café Sentosa	Enigma	Top 40's	2200	Free + F&B Charges		http://www.hardrockhotelsingapore.com/
14 Oct 11	Tab Singapore	Mel & Khim	Pop	1930	Free + F&B Charges	Khim’s singing profession began at 13 when she was the youngest ever, top 4 female finalist in the “Campus Super Star 2006″ competition. Even now, Khim still sounds much larger than her tender age of 19.  Together with Mel (Member of E.I.C) on “bassed”-guitar, this duo will delight you with a versatile mix of the latest, as well as classic top 40 and easy listening hits with a penchant towards R&B.	http://www.tab.com.sg/2011/01/mel-khim/
14 Oct 11	Tab Singapore	Renegade Creation	Blues; Rock	1930	$85	Renegade Creation is the new band by veteran musical giants Robben Ford, Michael Landau, Jimmy Haslip and Gary Novak.Together they create a blues-driven sound that will satisfy their individual fans and attract a legion of new fans as well. Delivering both blues/rock vocal tunes and fiery instrumentals, the band draws on the unique interplay between guitarists Robben Ford and Michael Landau who inspire each other to new musical heights.  Renegade Creation brings to mind the essence of classic Blues Rock with an added passion for improvisation and musical exploration. Truly a group effort with phenomenal abilities, more simply though, music for the soul.	http://www.tab.com.sg/2011/01/renegade-creation/
14 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	The inimitable Jive Talkin' spices up the evening with its vibrant and funky repertoire of top 40s, pop, rock and jazz. Dance till you drop! 	http://www.pumproomasia.com/home.html
14 Oct 11	Timbre Arts House	Goodfellas	Pop Rock	2130-0045	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
14 Oct 11	Timbre Old School	Sugarlove	Pop Rock	2015-2330	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
14 Oct 11	Timbre Substation	53A	Pop	2230-0145	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
14 Oct 11	Wala Wala Café Bar	The Common People	Pop rock	 -	Free + F&B Charges	This outfit of 5 has grown to be known as the party band of Wala Wala! With their thirst to provide the best of yesterday's and today's songs, they have become the band to watch along Holland Village on Friday nights.	http://www.imaginings.com.sg/
15 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
15 Oct 11	Fort Canning Park	Level 42 World Tour Asia 2011	Pop; Rock; Jazz; Funk	2000	$118	Level 42 are an English pop rock and jazz-funk band who had a number of worldwide and UK hits during the 1980s and 1990s.  The band gained fame for their high-calibre musicianship—in particular that of Mark King, whose percussive slap-bass guitar technique provided the driving groove of many of the band's hits. The band are also known for the combination of King's lead vocals and keyboard player Mike Lindup's falsetto backing vocals.  Internationally popular Brit-funk quartet around Mark King and Mike Lindup best known for their hits Lessons In Love, Something About You, Running in the Family, Children Say and The Sun Goes Down (Living It Up), Love Games and Hot Water	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=l421011
15 Oct 11	Grand Theater, Marina Bay Sands	Kit Chan ≪The Music Room≫ Concert 2011	English; Chinese; Pop	2030	$68-168	Kit Chan's much -anticipated solo concert - "The Music Room" - will be staged at the Marina Bay Sands Grand Theatre in Oct 2011. This show takes a decidedly different and fresh approach from the typical Mando-pop concert, which is obsessed with spectacular pyrotechnics and myriad costume changes to keep the audience entertained. Kit, who is known for her soulful vocals and mesmerizing performance style, will present a show that is emotionally and musically evocative, with minimalist theatrical-style lighting and a 9-piece band that will be mainly acoustic. Her repertoire will span her 18-year career, and 3 languages.	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=kitchan1011
15 Oct 11	Hard Rock Café	Enigma	Top 40's	2200	Free + F&B Charges		http://www.hardrock.com
15 Oct 11	Hard Rock Café Sentosa	Energy	Rock	2200	Free + F&B Charges		http://www.hardrockhotelsingapore.com/
15 Oct 11	Hood Bar & Café	Cockpit		2030-2115	Free + F&B Charges	http://www.facebook.com/wearecockpit	http://www.hoodbarandcafe.com/
15 Oct 11	Tab Singapore	Renegade Creation	Blues; Rock	1930	$85	Renegade Creation is the new band by veteran musical giants Robben Ford, Michael Landau, Jimmy Haslip and Gary Novak.Together they create a blues-driven sound that will satisfy their individual fans and attract a legion of new fans as well. Delivering both blues/rock vocal tunes and fiery instrumentals, the band draws on the unique interplay between guitarists Robben Ford and Michael Landau who inspire each other to new musical heights.  Renegade Creation brings to mind the essence of classic Blues Rock with an added passion for improvisation and musical exploration. Truly a group effort with phenomenal abilities, more simply though, music for the soul.	http://www.tab.com.sg/2011/01/renegade-creation/
15 Oct 11	Tab Singapore	The Next Movement	Pop; Soul; R&B	2130	Free + F&B Charges	The Next Movement are back to entertain us with their strange, eclectic mix – a mishmash of pop, a dash of soul, with sprinkles of r&b, topped with the occasional funk! Aarika, Joe & Kel, who are three parts of the hip-hop/rock band Sixx, perform their hearts out every Wednesday and Saturday at TAB.	http://www.tab.com.sg/2011/01/the-next-movement/
15 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	The inimitable Jive Talkin' spices up the evening with its vibrant and funky repertoire of top 40s, pop, rock and jazz. Dance till you drop! 	http://www.pumproomasia.com/home.html
15 Oct 11	Timbre Arts House	The Common People	Pop Rock	2130-0045	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
15 Oct 11	Timbre Old School	Sofia & Fatt	Pop Rock	2115-1230	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
15 Oct 11	Timbre Substation	Goodfellas	Rock	2230-0145	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
15 Oct 11	Wala Wala Café Bar	Shirlyn and the UnXpected	Pop rock	2130	Free + F&B Charges	No strangers to our music scene. Since April 2002, they have been regular perfomers at Wala Wala and Balaclava. Shirlyn, lead singer and guitarist, has a solo album under her belt while the other members are respected musicians in their own rights. Musically, they are pretty much up for anything and everything. Theri repertoire ranges from anything pop to hard rock.	http://www.imaginings.com.sg/
16 Oct 11	Crazy Elephant	Jam Session	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
16 Oct 11	Esplanade Concert Hall	Pentas Jendela by Orkestra Melayu Singapura	Classical	2000	$28	From the standings of a small orchestra to a well-respected music organisation that has grown to include different extensions such as a traditional and gamelan ensemble, a percussion and pop ensemble, as well as a youth wing, the Orkestra Melayu Singapura (OMS) continues to preserve and promote Malay music in Singapore.  Celebrating its twentieth anniversary this year, OMS will be staging its best performance yet, with a stellar concert that extends well beyond an auditory experience. Under the directorship of Amri Amin, Jendela will be a vision of inspiration through five themic windows of music. Produced by Muhammad Najib Soiman, the concert attests to the orchestra’s versatility and virtuosity as a whole, while illustrating the eclectic mix of musical talents that have been nurtured by it through the years.	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=jen1011
16 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	The inimitable Jive Talkin' spices up the evening with its vibrant and funky repertoire of top 40s, pop, rock and jazz. Dance till you drop! 	http://www.pumproomasia.com/home.html
16 Oct 11	Timbre Substation	Timbre Academy All Stars 	Pop	2145-0030	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
16 Oct 11	Wala Wala Café Bar	Jack & Rai	Pop rock	 -	Free + F&B Charges	The boys have been woing the crowd at Wala Wala for years. Sundays take on a different twist when they entertain with a cosy yet somewhat relaxed night of acoustic pop tunes and their originals	http://www.imaginings.com.sg/
17 Oct 11	Balaclava	Wendy & David	classic; jazz	2000	Free + F&B Charges	The dynamic duo accompany guests down memory lane with ther selection of evergreen classics and the occasional jazz number. Soulful yet intriguing, Wendy's singing is an enchantment to be remembered by many	http://www.imaginings.com.sg/
17 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
17 Oct 11	Timbre Arts House	Surath & Rene	Pop Rock	2030-2330	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
17 Oct 11	Timbre Old School	Pam & Chris	Pop Rock	1945-2300	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
17 Oct 11	Timbre Substation	Michaela Therese	Jazz	2215-0030	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
18 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
18 Oct 11	Esplanade Theatre	Rays of Hope- NCCS Charity Concert	Pop	2000	$38-208	The brightest musical stars in the region have come together for a very special concert IN AID OF YOUNG CANCER PATIENTS.  Join forces with our power-packed cast of stars:  Dawn Yip, Dick Lee, Emma Yong, Hady Mirza, Miguel Antonio Vedanaigam, Rahimah Rahim, Taufik Batisah, Zhuang Xue Zhong, Li Jia Lu and Chris Wang in their first joint performance under the direction of Iskandar Ismail.  They will be accompanied by the NAFA Orchestra & Chorus, Dance Ensemble Singapore, Dance Horizon Singapore, and Shawn & Gladys Dance World.  Proceeds go towards helping young needy cancer patients with their treatment expenses.  Be a ray of hope in the lives of young cancer patients! 	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=hope1011
18 Oct 11	Hard Rock Café	Unified	Top 40's; Rock	2030	Free + F&B Charges		http://www.hardrock.com
18 Oct 11	Tab Singapore	Mel & Khim	Pop	2030	Free + F&B Charges	Khim’s singing profession began at 13 when she was the youngest ever, top 4 female finalist in the “Campus Super Star 2006″ competition. Even now, Khim still sounds much larger than her tender age of 19.  Together with Mel (Member of E.I.C) on “bassed”-guitar, this duo will delight you with a versatile mix of the latest, as well as classic top 40 and easy listening hits with a penchant towards R&B.	http://www.tab.com.sg/2011/01/mel-khim/
18 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	The inimitable Jive Talkin' spices up the evening with its vibrant and funky repertoire of top 40s, pop, rock and jazz. Dance till you drop! 	http://www.pumproomasia.com/home.html
18 Oct 11	Timbre Arts House	53A	Pop Rock	2015-2330	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
18 Oct 11	Timbre Old School	Fatt, Shili & Adi	Pop Rock	1945-2300	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
18 Oct 11	Timbre Substation	Goodfellas	Rock	2115-0030	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
18 Oct 11	Wala Wala Café Bar	Tabula	Top 40's; Rock	2130	Free + F&B Charges	This electrifying 4 piece dish out a repertoire of classic rock hits alongside top 40's favourites. Expect to hear songs by U2, The Killers, Greenday and just about any band you can think of	http://www.imaginings.com.sg/
19 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
19 Oct 11	Hard Rock Café	Six In The City ft. Tabula	Rock	2200	Free + F&B Charges		http://www.hardrock.com
19 Oct 11	Tab Singapore	The Next Movement	Pop; Soul; R&B	2030	Free + F&B Charges	The Next Movement are back to entertain us with their strange, eclectic mix – a mishmash of pop, a dash of soul, with sprinkles of r&b, topped with the occasional funk! Aarika, Joe & Kel, who are three parts of the hip-hop/rock band Sixx, perform their hearts out every Wednesday and Saturday at TAB.	http://www.tab.com.sg/2011/01/the-next-movement/
19 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	The inimitable Jive Talkin' spices up the evening with its vibrant and funky repertoire of top 40s, pop, rock and jazz. Dance till you drop! 	http://www.pumproomasia.com/home.html
19 Oct 11	Timbre Arts House	Enigma	Pop Rock	2015-2330	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
19 Oct 11	Timbre Old School	Luthfi & Simon	Pop Rock	1945-2300	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
19 Oct 11	Timbre Substation	Raw Earth	Rock	2115-0030	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
19 Oct 11	Wala Wala Café Bar	Timmy ft. Ngak	Pop rock	2130	Free + F&B Charges	Ngak is no stranger to the local pop scene as he can be seen doing Mandarin numbers on television. At Wala Wala, he moves the crowd with a delectable choice of current English hits, as well as yesteryears' pop favorites.	http://www.imaginings.com.sg/
20 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
20 Oct 11	Hard Rock Café	Enigma	Acoustic Set	2200	Free + F&B Charges		http://www.hardrock.com
20 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	The inimitable Jive Talkin' spices up the evening with its vibrant and funky repertoire of top 40s, pop, rock and jazz. Dance till you drop! 	http://www.pumproomasia.com/home.html
20 Oct 11	Timbre Arts House	The Common People	Pop Rock	2015-2330	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
20 Oct 11	Timbre Old School	53A	Pop Rock	2015-2330	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
20 Oct 11	Timbre Substation	Goodfellas	Rock	2215-0045	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
20 Oct 11	Wala Wala Café Bar	Shirlyn and the UnXpected	Pop rock	2130	Free + F&B Charges	No strangers to our music scene. Since April 2002, they have been regular perfomers at Wala Wala and Balaclava. Shirlyn, lead singer and guitarist, has a solo album under her belt while the other members are respected musicians in their own rights. Musically, they are pretty much up for anything and everything. Theri repertoire ranges from anything pop to hard rock.	http://www.imaginings.com.sg/
21 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
21 Oct 11	Esplanade Concert Hall	Mahler's Seventh (Singapore Symphonic Orchestra)	Classical	1930	$15-$72	Sometimes referred to as the Song of the Night, Mahler’s Seventh is a work of contrasts. Begun in 1904 at Mahler’s lakeside retreat in the Carinthian mountains in a spirit of cheerfulness and optimism, the three years that followed before its premiere were to bring to the composer a series of personal tragedies – including the death of his daughter and the diagnosis of a terminal heart condition – such that the resulting work is an intriguing combination of melancholy and celebration. It has been described by one critic as “a vigorous life-asserting pageant of Mahlerian blatancy”. 	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=essoe211011
21 Oct 11	Esplanade Theatre	Dhoom Machale, Pritam ft. Mohit Chauhan	Indian	2000	$45-225	Pritam is one of the most successful music composers in Bollywood. He got his first major break with the film Dhoom, which was a runaway success. Pritam followed up the success of Dhoom with a string of successful numbers for Dhoom 2, the sequel to Dhoom, Singh Is Kinng, Jab We Met, Race, Love Aaj Kal, Once Upon A Time In Mumbaai and more. In 2010, he won the IIFA Award and the Apsara Producer's Guild Award for his music in Love Aaj Kal. He also won the Radio Mirchi "Composer Of The Year Award" for his music in Ajab Prem Ki Ghazab Kahani and Mirchi Music Listeners Choice "Album Of The Year" for the same. His song list includes hits like Ba khuda tumhi ho, Prem ki naiya, Chor bazarri do naino ki, and many more  Mohit Chauhan started his career singing for an Indian band Silk Route. Impressed by his vocals, he was then approached by A R Rehman to sing for the movie Rang De Basanti. However, it wouldn't be until 2007 when music director Pritam approached him for the song Tum Se Hi for the movie Jab We Met that Chauhan would finally get his long deserved success.  Groove to Bollywood songs, “Pee Loon” from Once Upon a time in Mumbaai, “Yeh Dooriyan”, “Chor bazaar” from Love Aaj Kal, “Bheegi Si” from Rajneeti and many more.  Together Pritam and Mohit, the hit composer-singer duo are coming FIRST TIME in SINGAPORE. 	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=pritam1011
21 Oct 11	Grand Theater, Marina Bay Sands	Yanni in Concert	New Age	1930	$128-288	Legendary musician and composer Yanni returns to Singapore for a one night only concert on 21 October 2011 after a whirlwind international concert schedule that saw him perform in Europe, America and Asia.  Known throughout the world as one of this century’s most original and successful composers and musicians, Yanni’s powerful compositions have come to define a new genre of music and over 500 million people in over 140 counties have seen his live performances.  Fans will witness Yanni and his world class musicians as they take the stage to perform his greatest instrumental hits made famous in his shows from The Acropolis in Greece, The Taj Mahal in India, The Forbidden City in China and The Royal Albert Hall in England. For the first time ever, the live show will also introduce music from Yanni's new album "Truth Of Touch". This is his first studio instrumental album in over eight years.  Come hear the music that touches the world as Yanni wows with his not to be missed musical experience! “Yanni In Concert” is brought to you by BEC Tero Entertainment and UnUsUaL Entertainment. 	http://www.sistic.com.sg/portal/dt?dt.isPortletRequest=true&dt.action=process&dt.provider=PortletWindowProcessChannel&dt.windowProvider.targetPortletChannel=JSPTabContainer/sEventsCalendar/Event&dt.containerName=JSPTabContainer/sEventsCalendar&dt.windowProvider.currentChannelMode=VIEW&dt.window.portletAction=RENDER&contentCode=yanni1011
21 Oct 11	Hard Rock Café	Energy	Rock	2200	Free + F&B Charges		http://www.hardrock.com
21 Oct 11	Hard Rock Café Sentosa	Enigma	Top 40's	2200	Free + F&B Charges		http://www.hardrockhotelsingapore.com/
21 Oct 11	Tab Singapore	Mel & Khim	Pop	1930	Free + F&B Charges	Khim’s singing profession began at 13 when she was the youngest ever, top 4 female finalist in the “Campus Super Star 2006″ competition. Even now, Khim still sounds much larger than her tender age of 19.  Together with Mel (Member of E.I.C) on “bassed”-guitar, this duo will delight you with a versatile mix of the latest, as well as classic top 40 and easy listening hits with a penchant towards R&B.	http://www.tab.com.sg/2011/01/mel-khim/
21 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	The inimitable Jive Talkin' spices up the evening with its vibrant and funky repertoire of top 40s, pop, rock and jazz. Dance till you drop! 	http://www.pumproomasia.com/home.html
21 Oct 11	Timbre Arts House	Goodfellas	Pop Rock	2130-0045	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
21 Oct 11	Timbre Old School	Sugarlove	Pop Rock	2015-2330	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
21 Oct 11	Timbre Substation	53A	Pop	2230-0145	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
21 Oct 11	Wala Wala Café Bar	The Common People	Pop rock	 -	Free + F&B Charges	This outfit of 5 has grown to be known as the party band of Wala Wala! With their thirst to provide the best of yesterday's and today's songs, they have become the band to watch along Holland Village on Friday nights.	http://www.imaginings.com.sg/
22 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
22 Oct 11	Hard Rock Café	Enigma	Top 40's	2200	Free + F&B Charges		http://www.hardrock.com
22 Oct 11	Hard Rock Café Sentosa	Energy	Rock	2200	Free + F&B Charges		http://www.hardrockhotelsingapore.com/
22 Oct 11	Hood Bar & Café	Manhand (Malayisa HipHop band)	Hip Hop		Free + F&B Charges	http://www.facebook.com/manhand.music	http://www.hoodbarandcafe.com/
22 Oct 11	Tab Singapore	The Next Movement	Pop; Soul; R&B	2130	Free + F&B Charges	The Next Movement are back to entertain us with their strange, eclectic mix – a mishmash of pop, a dash of soul, with sprinkles of r&b, topped with the occasional funk! Aarika, Joe & Kel, who are three parts of the hip-hop/rock band Sixx, perform their hearts out every Wednesday and Saturday at TAB.	http://www.tab.com.sg/2011/01/the-next-movement/
22 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	The inimitable Jive Talkin' spices up the evening with its vibrant and funky repertoire of top 40s, pop, rock and jazz. Dance till you drop! 	http://www.pumproomasia.com/home.html
22 Oct 11	Timbre Arts House	The Common People	Pop Rock	2130-0045	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
22 Oct 11	Timbre Old School	Sofia & Fatt	Pop Rock	2115-1230	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
22 Oct 11	Timbre Substation	Goodfellas	Rock	2230-0145	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
22 Oct 11	Wala Wala Café Bar	Shirlyn and the UnXpected	Pop rock	2130	Free + F&B Charges	No strangers to our music scene. Since April 2002, they have been regular perfomers at Wala Wala and Balaclava. Shirlyn, lead singer and guitarist, has a solo album under her belt while the other members are respected musicians in their own rights. Musically, they are pretty much up for anything and everything. Theri repertoire ranges from anything pop to hard rock.	http://www.imaginings.com.sg/
23 Oct 11	Crazy Elephant	Jam Session	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
23 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	The inimitable Jive Talkin' spices up the evening with its vibrant and funky repertoire of top 40s, pop, rock and jazz. Dance till you drop! 	http://www.pumproomasia.com/home.html
23 Oct 11	Timbre Substation	Timbre Academy All Stars 	Pop	2145-0030	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
23 Oct 11	Wala Wala Café Bar	Jack & Rai	Pop rock	 -	Free + F&B Charges	The boys have been woing the crowd at Wala Wala for years. Sundays take on a different twist when they entertain with a cosy yet somewhat relaxed night of acoustic pop tunes and their originals	http://www.imaginings.com.sg/
24 Oct 11	Balaclava	Wendy & David	classic; jazz	2000	Free + F&B Charges	The dynamic duo accompany guests down memory lane with ther selection of evergreen classics and the occasional jazz number. Soulful yet intriguing, Wendy's singing is an enchantment to be remembered by many	http://www.imaginings.com.sg/
24 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
24 Oct 11	Timbre Arts House	Surath & Rene	Pop Rock	2030-2330	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
24 Oct 11	Timbre Old School	Pam & Chris	Pop Rock	1945-2300	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
24 Oct 11	Timbre Substation	Michaela Therese	Jazz	2215-0030	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
25 Oct 11	Crazy Elephant	Crazy Elephant Band	Blues	2200	Free + F&B Charges		http://www.crazyelephant.com/
25 Oct 11	Hard Rock Café	Unified	Top 40's; Rock	2030	Free + F&B Charges		http://www.hardrock.com
25 Oct 11	Tab Singapore	Mel & Khim	Pop	2030	Free + F&B Charges	Khim’s singing profession began at 13 when she was the youngest ever, top 4 female finalist in the “Campus Super Star 2006″ competition. Even now, Khim still sounds much larger than her tender age of 19.  Together with Mel (Member of E.I.C) on “bassed”-guitar, this duo will delight you with a versatile mix of the latest, as well as classic top 40 and easy listening hits with a penchant towards R&B.	http://www.tab.com.sg/2011/01/mel-khim/
25 Oct 11	The Pump Room @ Clarke Quay	Jive Talkin'	Pop; Rock; Jazz	2245	Free + F&B Charges	The inimitable Jive Talkin' spices up the evening with its vibrant and funky repertoire of top 40s, pop, rock and jazz. Dance till you drop! 	http://www.pumproomasia.com/home.html
25 Oct 11	Timbre Arts House	53A	Pop Rock	2015-2330	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
25 Oct 11	Timbre Old School	Fatt, Shili & Adi	Pop Rock	1945-2300	Free + F&B Charges		http://www.timbregroup.asia/timbresg/main.asp
